# output_voltage.csv run at 2000-01-01 00:00:00 EST on 922 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
R5-12-47-1_tm_144,116.271303,-2.465267,116.271303,-2.465267,0.000000,0.000000
R5-12-47-1_tm_145,-58.710295,-100.327833,-58.710295,-100.327833,0.000000,0.000000
R5-12-47-1_tm_146,-54.831909,101.067436,-54.831909,101.067436,0.000000,0.000000
R5-12-47-1_tm_147,-59.570288,-98.912547,-59.570288,-98.912547,0.000000,0.000000
R5-12-47-1_tm_148,-55.358646,101.209847,-55.358646,101.209847,0.000000,0.000000
R5-12-47-1_tm_149,-54.236483,100.449766,-54.236483,100.449766,0.000000,0.000000
R5-12-47-1_tm_150,-53.998998,100.561205,-53.998998,100.561205,0.000000,0.000000
R5-12-47-1_tm_151,-54.757318,100.802185,-54.757318,100.802185,0.000000,0.000000
R5-12-47-1_tm_152,-54.567215,100.794981,-54.567215,100.794981,0.000000,0.000000
R5-12-47-1_tm_153,115.637423,-2.948000,115.637423,-2.948000,0.000000,0.000000
R5-12-47-1_tm_154,116.371304,-2.649459,116.371304,-2.649459,0.000000,0.000000
R5-12-47-1_tm_155,114.586108,-3.466969,114.586108,-3.466969,0.000000,0.000000
R5-12-47-1_tm_156,-60.277211,-100.857285,-60.277211,-100.857285,0.000000,0.000000
R5-12-47-1_tm_157,115.937908,-2.808369,115.937908,-2.808369,0.000000,0.000000
R5-12-47-1_tm_158,115.756360,-2.851409,115.756360,-2.851409,0.000000,0.000000
R5-12-47-1_tm_159,116.090218,-2.879730,116.090218,-2.879730,0.000000,0.000000
R5-12-47-1_tm_160,114.694242,-3.458150,114.694242,-3.458150,0.000000,0.000000
R5-12-47-1_tm_161,-53.238254,100.126097,-53.238254,100.126097,0.000000,0.000000
R5-12-47-1_tm_162,-53.655908,100.505033,-53.655908,100.505033,0.000000,0.000000
R5-12-47-1_tm_163,-53.583978,100.488780,-53.583978,100.488780,0.000000,0.000000
R5-12-47-1_tm_164,-53.158002,100.273137,-53.158002,100.273137,0.000000,0.000000
R5-12-47-1_tm_165,-59.619687,-99.292647,-59.619687,-99.292647,0.000000,0.000000
R5-12-47-1_tm_166,116.345917,-2.452210,116.345917,-2.452210,0.000000,0.000000
R5-12-47-1_tm_167,115.887113,-2.550367,115.887113,-2.550367,0.000000,0.000000
R5-12-47-1_tm_168,115.825752,-2.563559,115.825752,-2.563559,0.000000,0.000000
R5-12-47-1_tm_169,-59.721165,-99.425823,-59.721165,-99.425823,0.000000,0.000000
R5-12-47-1_tm_170,-59.459703,-99.097083,-59.459703,-99.097083,0.000000,0.000000
R5-12-47-1_tm_171,-59.690167,-99.306796,-59.690167,-99.306796,0.000000,0.000000
R5-12-47-1_tm_172,-59.545851,-98.880468,-59.545851,-98.880468,0.000000,0.000000
R5-12-47-1_tm_173,-59.590539,-99.047904,-59.590539,-99.047904,0.000000,0.000000
R5-12-47-1_tm_174,-54.637587,100.869453,-54.637587,100.869453,0.000000,0.000000
R5-12-47-1_tm_175,-54.646318,100.881809,-54.646318,100.881809,0.000000,0.000000
R5-12-47-1_tm_176,-54.664061,101.023426,-54.664061,101.023426,0.000000,0.000000
R5-12-47-1_tm_177,-54.551856,100.925176,-54.551856,100.925176,0.000000,0.000000
R5-12-47-1_tm_178,-59.619853,-98.312851,-59.619853,-98.312851,0.000000,0.000000
R5-12-47-1_tm_179,-53.756691,100.466626,-53.756691,100.466626,0.000000,0.000000
R5-12-47-1_tm_180,-59.787125,-97.749700,-59.787125,-97.749700,0.000000,0.000000
R5-12-47-1_tm_181,-54.220789,100.780033,-54.220789,100.780033,0.000000,0.000000
R5-12-47-1_tm_182,-59.761591,-98.754071,-59.761591,-98.754071,0.000000,0.000000
R5-12-47-1_tm_183,115.422180,-3.413519,115.422180,-3.413519,0.000000,0.000000
R5-12-47-1_tm_184,-59.858186,-97.551976,-59.858186,-97.551976,0.000000,0.000000
R5-12-47-1_tm_185,-53.555495,100.479967,-53.555495,100.479967,0.000000,0.000000
meter_test,7845.686196,-152.499094,-4006.624065,-6712.215186,-3716.087012,6806.379798
